Startup received!

I ,time,shin_cal_tot,shin_cal_gyr,shin_cal_acc,shin_cal_mag | foot_cal_tot,foot_cal_gyr,foot_cal_acc,foot_cal_mag | shin_qw,shin_qx,shin_qy,shin_qz | foot_qw,foot_qx,foot_qy,foot_qz | shin_ax,shin_ay,shin_az | foot_ax,foot_ay,foot_az
F ,time | val
L ,time | val
M ,time | potL_cur,potR_cur | potL_adj,potR_adj | targetPotL,targetPotR | motorCmdL,motorCmdR
LOG,time | msg
ERR,msg

LOG,97977 | Motors started.
I ,144584,1,3,1,3,0,3,1,3,0.0142,0.5804,-0.1342,0.803,-0.8157,0.0924,0.0599,-0.5678,7.63,-0.63,2.95,21.28,1.29,11.89
F ,144584,60
L ,144584,107
I ,144592,1,3,1,3,0,3,1,3,0.0119,0.561,-0.1384,0.816,-0.8118,0.1127,0.0472,-0.5709,7.07,0.2,5.67,24.97,3.39,4.13
I ,144602,1,3,1,3,0,3,1,3,0.0094,0.5437,-0.1435,0.8268,-0.8088,0.1311,0.0363,-0.572,7.05,-0.43,7.55,23.35,6.01,-2.52
F ,144602,57
I ,144613,1,3,1,3,0,3,1,3,0.007,0.5291,-0.15,0.8351,-0.8063,0.1489,0.0298,-0.5715,5.11,-2.07,7.48,24.63,10.39,-5.07
F ,144613,60
F ,144652,61
I ,144663,1,3,1,3,0,3,1,3,0.0153,0.5119,-0.1882,0.838,-0.8016,0.19,0.045,-0.5649,4.01,-10.18,0.15,18.96,1.87,-6.34
F ,144702,156
L ,144702,107
F ,144713,248
L ,144713,106
I ,144722,1,3,1,3,0,3,1,3,-0.0121,0.5738,-0.14,0.8067,-0.8139,0.1112,0.0454,-0.5684,18.44,1.22,2.05,-15.6,-6.55,10.89
F ,144722,298
F ,144733,365
L ,144733,105
I ,144752,1,3,1,3,0,3,1,3,-0.029,0.5888,-0.115,0.7994,-0.8073,0.0483,0.0573,-0.5852,9.31,1.22,9.56,3.43,2.88,9.03
F ,144752,447
L ,144763,107
I ,144792,1,3,1,3,0,3,1,3,-0.0616,0.622,-0.0603,0.7782,-0.7946,-0.007,0.0955,-0.5995,13.14,4.05,-5.11,6.84,4.5,15.34
F ,144792,504
I ,144802,1,3,1,3,0,3,1,3,-0.0717,0.6303,-0.0447,0.7717,-0.794,-0.0148,0.1054,-0.5985,10.92,17.52,0.76,6.11,-3.55,13.88
F ,144802,514
I ,144813,1,3,1,3,0,3,1,3,-0.0761,0.6375,-0.0357,0.7658,-0.793,-0.022,0.1142,-0.5979,6.9,13.34,-1.37,6.0,-7.88,14.82
F ,144813,523
L ,144813,107
I ,144822,1,3,1,3,0,3,1,3,-0.076,0.6461,-0.0339,0.7586,-0.7926,-0.0292,0.1193,-0.5971,7.01,5.73,-6.76,10.5,5.36,19.35
F ,144822,531
L ,144822,107
I ,144833,1,3,1,3,0,3,1,3,-0.0733,0.6546,-0.037,0.7514,-0.793,-0.0337,0.1193,-0.5964,8.56,0.18,-7.51,3.59,2.45,10.76
F ,144833,533
L ,144670,250
F ,144842,539
L ,144842,107
I ,144852,1,3,1,3,0,3,1,3,-0.0683,0.6721,-0.0446,0.7358,-0.7935,-0.0374,0.1198,-1.6893,-181.78,-215.08,-2.54,299.5,-130.51,-63.9
L ,144852,107
F ,144863,540
L ,131841,768
I ,144982,1,3,1,3,0,3,1,3,-0.0708,0.7279,-0.038,0.6808,-0.7933,-0.0432,0.1248,-0.5941,9.69,-2.74,-3.09,-4.03,2.36,-0.68
F ,144992,404
L ,144992,168
I ,145002,1,3,1,3,0,3,1,3,-0.0697,0.7318,-0.0407,0.6766,-0.793,-0.0438,0.127,-0.5941,9.68,-2.14,-3.57,2.5,-0.92,9.71
F ,145002,385
L ,145002,169
I ,145032,1,3,1,3,0,3,1,3,-0.0723,0.7357,-0.0408,0.6721,-0.7926,-0.0445,0.1289,-0.5941,9.78,0.17,-2.08,66.7,-79.19,-4.5
F ,145092,261
L ,145092,174
I ,145183,2,3,1,3,0,3,1,3,-0.0678,0.7508,-0.059,0.6542,-0.7913,-0.0451,0.1428,-0.5927,9.36,-0.49,-2.64,2.89,-0.66,9.42
F ,145183,130
L ,145183,174
I ,145192,2,3,1,3,0,3,1,3,-0.0676,0.7517,-0.0599,0.6532,-0.7913,-0.0451,0.1442,-0.5924,9.47,-0.75,-2.7,3.0,-0.43,9.4
F ,145192,132
L ,145192,174
I ,145213,2,3,1,3,0,3,1,3,-0.0674,0.7534,-0.0617,0.6511,-0.7912,-0.0447,0.1456,-0.5922,9.56,-1.16,-2.11,2.8,-0.68,9.31
F ,145213,114
I ,145223,2,3,1,3,0,3,1,3,-0.0673,0.7542,-0.0625,0.65,-0.7912,-0.0447,0.1456,-0.5922,9.69,-1.1,-1.61,2.93,-0.68,9.15
I ,145233,2,3,1,3,0,3,1,3,-0.067,0.7551,-0.0634,0.6489,-0.7911,-0.0444,0.1464,-0.5921,9.72,-1.36,-0.93,2.85,-0.63,9.22
F ,145233,91
L ,145233,174
F ,145237,89
L ,145237,174
I ,145242,2,3,1,3,0,3,1,3,-0.0661,0.7562,-0.0646,0.6477,-0.791,-0.0444,0.148,-0.5919,9.5,-1.9,0.15,2.69,-0.67,9.06
I ,145252,2,3,1,3,0,3,1,3,-0.0637,0.7573,-0.0671,0.6464,-0.7909,-0.0441,0.1492,-0.5917,9.59,-2.56,1.28,2.66,-1.02,8.89
F ,145252,88
L ,145252,174
F ,145257,85
L ,145257,174
I ,145352,3,3,1,3,0,3,1,3,-0.034,0.7864,-0.0796,0.6115,-0.7896,-0.0527,0.1708,-0.5869,9.47,-3.2,0.61,2.89,-0.66,9.02
F ,145352,59
L ,145352,213
M ,145363,874,248,874.0,248.0,323,11263,45059,32010
I ,145383,3,3,1,3,0,3,1,3,-0.0258,0.8005,-0.0765,0.5937,-0.7883,-0.0587,0.1795,-0.5854,9.27,-2.61,0.41,3.0,-1.22,8.97
F ,145383,54
L ,145383,224
M ,145383,873,248,873.0,248.0,323,700,1400,1600
I ,145392,3,3,1,3,0,3,1,3,-0.0231,0.8059,-0.0747,0.5869,1.4367,-1.9715,1.0774,-2.3583,212.45,94.79,-217.83,163.87,-204.81,26.33
F ,145413,54
I ,145433,3,3,1,3,0,3,1,3,-0.0093,0.8296,-0.0675,0.5541,-0.7833,-0.0893,0.2089,-0.5784,8.19,-1.84,-0.15,3.52,-0.2,8.22
F ,145433,57
L ,157952,63491
I ,145442,3,3,1,3,0,3,1,3,-0.0056,0.8363,-0.0657,0.5442,-0.7804,-0.1104,0.2239,-0.5731,10.93,-1.8,-1.25,3.69,-0.5,8.21
F ,145442,53
L ,139264,568
F ,145452,43
L ,145452,193
M ,145452,873,248,873.0,248.0,323,700,1400,2633
I ,145473,3,3,1,3,0,3,1,3,0.0052,0.8569,-0.059,0.5119,-0.7758,-0.1354,0.2417,-0.5668,10.72,0.41,0.91,4.01,-1.04,8.19
F ,145473,49
F ,2097154,14420
L ,145492,119
L ,145502,107
M ,145502,873,248,873.0,248.0,323,700,1400,1600
I ,145513,3,3,1,3,0,3,1,3,0.0242,0.8872,-0.0511,0.4579,-0.7527,-0.215,0.2981,-0.546,14.31,-0.41,2.91,7.03,-3.78,12.3
F ,145513,72
L ,145513,107
M ,145513,874,248,874.0,248.0,323,700,1400,1600
F ,10873516,1365
M ,145523,873,248,873.0,248.0,323,700,1400,2633
L ,145633,107
F ,145642,61
L ,145642,107
M ,145642,873,248,873.0,248.0,923,100,1532,1400
I ,145723,3,3,1,3,73,32,0,2,1.4661,0.0771,0.0259,0.0003,0.0259,0.0979,0.9406,-0.0584,31.98,-69.1,-37.69,44.59,-42.6,4.76
L ,145783,107
M ,145792,873,248,873.0,248.0,923,100,1532,1400
F ,145797,54
L ,145797,106
I ,145802,3,3,1,3,0,3,1,3,0.046,0.9042,-0.0499,0.4216,-0.7225,-0.292,0.3671,-0.5076,7.15,2.19,-11.22,6.53,3.11,45.95
M ,145824,873,248,873.0,0.0,569,48131,769,768
F ,145864,57
L ,145864,107
M ,145864,873,248,873.0,248.0,923,100,1532,1400
L ,145867,107
I ,145873,3,3,1,3,0,3,1,3,0.0366,0.8233,-0.0675,0.5623,-0.7859,-0.179,0.2459,-0.5383,4.25,2.13,-8.27,10.42,-3.51,12.4
F ,145874,59
I ,145902,2,3,1,3,0,3,1,3,0.0303,0.7758,-0.0816,0.6248,-0.8085,-0.1226,0.1925,-0.5423,6.51,1.79,-8.56,11.14,-4.84,12.27
M ,145914,872,248,872.0,248.0,923,100,1532,1400
L ,145917,107
I ,145922,2,3,1,3,0,3,1,3,0.022,0.7404,-0.0913,0.6655,-0.8171,-0.0804,0.1618,-0.5473,7.63,2.71,-6.92,11.93,-4.82,12.68
F ,145922,51
I ,145952,2,3,1,3,0,3,1,3,0.0068,0.6824,-0.1069,0.723,-0.8184,-0.0131,0.1281,-0.5598,6.11,0.91,-4.67,14.17,-0.55,14.68
I ,145964,2,3,1,3,0,3,1,3,0.0016,0.6626,-0.1126,0.7404,-0.8132,0.0339,0.1116,-0.57,6.76,0.5,-3.1,17.78,0.09,18.45
F ,145964,58
F ,145974,49
L ,145974,107
L ,145984,106
L ,145925,407
F ,146003,48
F ,146093,2633
L ,146114,107
F ,146123,151
L ,146123,108
I ,146134,1,3,1,3,0,3,1,3,-0.0676,0.5697,-0.1215,0.8099,-0.7729,0.111,0.0686,-0.6209,12.46,-0.68,-0.98,-6.38,-8.47,8.75
F ,146134,232
L ,146134,107
I ,146143,1,3,1,3,0,3,1,3,-0.0731,-0.1127,0.8058,-0.7727,0.0923,0.0666,-0.6244,0.133,-1.23,0.56,3.01,-4.69,9.44,26.3
I ,146223,1,3,1,3,0,3,1,3,-0.1513,0.614,0.0004,0.7746,-0.7482,-0.021,0.1129,-0.6533,17.39,15.23,0.0,325.1,268.81,314.89
F ,146234,573
L ,146235,107
I ,146243,1,3,1,3,0,3,1,3,-0.1549,0.6275,0.0064,0.763,-0.7477,-0.034,0.118,-0.6525,10.38,-6.05,-9.75,12.68,0.87,24.12
F ,146243,574
L ,146243,107
I ,146253,1,3,1,3,0,3,1,3,-0.1548,0.6354,0.0051,0.7564,-0.7471,-0.0393,0.1225,-0.652,9.43,-4.17,-8.65,3.15,-2.58,9.03
F ,146253,574
L ,146253,107
I ,146264,1,3,1,3,0,3,1,3,-0.1546,0.6419,0.004,0.751,-0.7475,-0.0444,0.1232,-0.6511,3.31,-2.77,-2.5,1.88,-2.05,9.94
F ,146264,578
L ,146264,107
I ,146274,1,3,1,3,0,3,1,3,-0.1542,0.6492,0.0034,0.7446,-0.7475,-0.0444,0.1232,-0.6511,7.53,-4.3,-6.28,1.46,-0.15,8.97
F ,146274,579
L ,146274,107
I ,146284,1,3,1,3,0,3,1,3,-0.1535,0.6565,0.0025,0.7384,-0.7478,-0.0461,0.122,-0.6509,12.27,-4.26,-7.88,3.07,-0.75,11.5
F ,146284,577
L ,146284,107
I ,146314,1,3,1,3,0,3,1,3,-0.1539,0.672,0.0027,0.7243,-0.7483,-0.0486,0.1209,-0.6503,9.75,0.18,-2.0,2.0,0.58,9.11
F ,146314,547
L ,146324,107
L ,146343,107
I ,146364,1,3,1,3,0,3,1,3,-0.1625,0.6862,0.0071,0.7088,-0.7479,-0.0472,0.1233,-0.6504,10.1,0.88,-2.73,2.04,-0.62,9.51
I ,146384,1,3,1,3,0,3,1,3,-0.1602,0.6914,0.0009,0.7044,-0.7476,-0.0458,0.1254,-0.6505,9.38,-2.07,-2.53,2.59,0.03,2.59
I ,146443,1,3,1,3,0,3,1,3,-0.1551,0.702,-0.0144,0.6948,-0.747,-0.0429,0.1301,-0.6504,9.39,-0.14,-1.86,81.92,5.72,81.93
L ,146464,107
F ,146474,342
L ,146474,107
I ,146484,1,3,1,3,0,3,1,3,-0.1491,0.7084,-0.0266,0.6892,-0.7465,-0.0408,0.1337,-0.6504,9.17,-4.07,-0.05,2.42,-1.05,9.19
F ,146484,334
L ,146484,107
I ,146493,1,3,1,3,0,3,1,3,-0.1469,0.7102,-0.0299,0.6877,-0.7464,-0.0402,0.1347,-0.6503,8.85,-4.38,0.56,2.76,-1.32,9.68
F ,146493,319
L ,146514,116
F ,146523,295
L ,146523,119
I ,146553,2,3,1,3,0,3,1,3,-0.1372,0.7226,-0.0417,0.6761,-0.7461,-0.0386,0.1388,-0.6499,9.15,-2.85,0.18,2.31,-1.13,9.11
F ,146553,263
I ,146574,2,3,1,3,0,3,1,3,-0.1341,0.7278,-0.0441,0.671,-0.7461,-0.0385,0.1403,-0.6496,9.51,-2.75,-1.17,2.67,-1.22,9.14
F ,146574,234
L ,131644,38912
L ,146584,142
L ,146703,194
I ,146714,2,3,1,3,0,3,1,3,-0.1087,0.7659,-0.0563,0.631,-0.7454,-0.0454,0.1572,-0.6461,9.1,-2.77,-0.62,2.59,-0.93,8.97
F ,146714,79
L ,146714,200
F ,146717,81
L ,146717,201
I ,146724,2,3,1,3,0,3,1,3,-0.1057,0.7694,-0.0573,0.6271,-0.7454,-0.0467,0.1589,-0.6456,9.14,-2.83,-0.68,2.61,-0.85,8.97
I ,146734,2,3,1,3,0,3,1,3,-0.1026,0.7731,-0.0583,0.6231,-0.7456,-0.048,0.161,-0.6447,9.35,-3.02,-0.73,2.41,-3.03,7.78
I ,146784,2,3,1,3,0,3,1,3,-0.089,0.7906,-0.0606,0.6027,-0.7447,-0.0571,0.1768,-0.6409,9.14,-2.22,-0.92,2.99,-0.87,8.72
F ,146784,86
L ,146784,224
M ,146784,873,248,873.0,248.0,323,700,1400,1600
F ,146793,83
L ,146793,225
I ,146803,2,3,1,3,0,3,1,3,-0.0846,0.7998,-0.0584,0.5913,-0.7432,-0.0617,0.186,-0.6396,9.69,-1.65,-1.14,3.17,-1.28,8.92
F ,146803,74
M ,146803,873,248,873.0,248.0,323,700,1400,1600
I ,146814,2,3,1,3,0,3,1,3,-0.0825,0.8046,-0.0568,0.5852,-0.7422,-0.0646,0.1915,-0.6389,9.5,-1.82,-0.94,3.23,-1.4,9.14
F ,146814,79
L ,146814,225
M ,146814,873,248,873.0,248.0,323,700,1400,1600
I ,146824,2,3,1,3,0,3,1,3,-0.08,0.8097,-0.0554,0.5786,-0.7411,-0.0681,0.1976,-0.638,9.5,-1.82,-0.94,3.43,-1.99,8.67
F ,146824,75
L ,193046,2019
F ,146843,59
L ,146843,218
M ,146843,873,248,873.0,248.0,323,700,1400,1600
F ,146847,220
L ,146864,196
M ,146864,873,248,873.0,248.0,323,700,1400,1600
I ,146874,3,3,1,3,0,3,1,3,-0.0656,0.8391,-0.0473,0.5377,-0.7349,-0.103,0.2318,-0.6287,10.85,-1.76,1.98,3.77,-1.03,8.98
F ,146874,67
L ,146874,181
M ,146874,873,248,873.0,248.0,323,700,1400,1600
I ,146884,3,3,1,3,0,3,1,3,-0.0628,0.8457,-0.0451,0.5278,-0.7333,-0.114,0.2399,-0.6257,10.71,-1.2,2.65,3.82,-1.2,8.65
F ,146884,72
L ,146884,163
M ,146884,873,248,873.0,248.0,323,700,1400,1600
I ,146893,3,3,1,3,0,3,1,3,-0.0601,0.8527,-0.0426,0.5171,-0.7312,-0.1265,0.2489,-0.6223,10.5,-0.43,3.54,4.17,-0.6,8.77
F ,1293539,36090
F ,146903,60
L ,146903,128
M ,146903,873,248,873.0,248.0,323,700,1400,1600
F ,146907,56
I ,146964,3,3,1,3,0,3,1,3,-0.0317,0.9091,-0.0249,0.4145,-0.691,-0.2296,0.3524,-0.5877,16.69,-0.01,-2.94,10.65,-0.01,20.07
F ,146964,64
L ,146964,107
M ,146964,873,248,873.0,248.0,323,700,1400,1600
F ,146967,58
L ,146967,107
I ,147004,3,3,1,3,0,3,1,3,-0.0086,0.9353,-0.0183,0.353,-0.6446,-0.3098,0.4531,-0.5321,12.81,-0.12,-9.38,4.96,-4.28,17.27
I ,147024,3,3,1,3,0,3,1,3,0.0001,0.9445,-0.0151,0.3278,-0.6262,-0.3417,0.4893,-0.5014,8.82,0.66,-11.72,19.26,-2.57,38.34
F ,147024,59
L ,147024,107
M ,147024,873,248,873.0,248.0,323,700,1400,1600
L ,146944,574
I ,147043,3,3,1,3,0,3,1,3,0.0067,0.9512,-0.0126,0.308,-0.6182,-0.3665,0.5109,-0.4714,14.44,3.27,-17.6,0.02,159.81,7.71
F ,147065,64
I ,147074,3,3,1,3,0,3,1,3,0.024,0.9544,-0.0173,0.297,-0.6295,-0.385,0.5028,-0.45,4.51,2.98,-8.13,-3.9,-5.42,11.22
F ,147074,63
F ,147084,76
L ,10683046,68
F ,147093,67
L ,147093,107
M ,147093,873,248,873.0,248.0,923,100,1532,1400
I ,147103,3,3,1,3,0,3,1,3,0.0388,0.9517,-0.0272,0.3031,-0.6467,-0.3881,0.4841,-0.4433,6.73,1.53,-10.6,-0.17,-5.15,13.93
F ,147103,70
L ,147107,61
L ,147107,106
F ,147153,68
I ,147193,3,3,1,3,0,3,1,3,0.0461,0.9038,-0.0566,0.4216,-0.7113,-0.302,0.3901,-0.5005,0.89,2.58,-7.68,-20.45,268.8,-20.45
L ,147197,107
I ,147204,3,3,1,3,0,3,1,3,0.0419,0.8947,-0.0592,0.4407,-0.721,-0.2865,0.374,-0.5079,4.55,2.88,-10.38,6.71,2.55,10.65
F ,147205,30730
F ,147215,60
L ,147215,107
M ,147215,873,248,873.0,248.0,923,100,1532,1400
L ,147217,107
L ,147227,106
I ,147243,3,3,1,3,0,3,1,3,0.0349,0.8456,-0.075,0.5272,-0.7633,-0.2174,0.3056,-0.5258,3.44,1.58,-9.82,10.35,-0.02,13.21
F ,147243,67
L ,147243,107
I ,147254,3,3,1,3,0,3,1,3,0.0352,0.8305,-0.0801,0.5499,-0.7739,-0.1977,0.2875,-0.5284,3.64,1.36,-10.22,161.93,1.07,26.37
F ,147303,59
L ,147303,107
M ,147304,873,248,873.0,248.0,923,100,1532,1400
I ,147315,2,3,1,3,0,3,1,3,0.0245,0.7202,-0.1053,0.6853,-0.8159,-0.0714,0.1785,-0.5451,5.88,0.88,-5.23,17.81,-4.75,17.7
F ,147315,62
L ,147315,107
I ,147334,2,3,1,3,0,3,1,3,0.0135,0.6772,-0.1071,0.7278,-0.8174,-0.025,0.1436,-0.5573,6.67,1.19,-3.46,18.43,0.21,14.81
F ,147334,59
L ,147334,107
I ,147353,2,3,1,3,0,3,1,3,0.0027,0.634,-0.1077,0.7657,-0.8115,0.0206,0.1095,-0.5734,7.51,0.68,-2.55,19.67,3.23,13.14
F ,147353,58
L ,147353,107
F ,147365,56
L ,147365,107
F ,147373,59
I ,147434,1,3,1,3,0,3,1,3,-0.018,0.5031,-0.1454,0.8516,-0.7912,0.1689,0.0178,-0.5874,5.4,-7.17,5.86,22.05,3.69,-9.23
F ,147434,63
F ,147453,64
I ,147465,1,3,1,3,0,3,1,3,-0.013,0.5012,-0.1591,0.8504,-0.7905,0.1825,0.0198,-0.5842,6.11,-3.46,-1.87,15.68,3.36,2.04
I ,147473,1,3,1,3,0,3,1,3,-0.0144,0.5064,-0.1559,0.8479,-0.7936,0.1737,0.0213,-0.5826,8.03,-0.73,-3.99,15.68,3.36,2.04
F ,147473,65
L ,147484,107
I ,147494,1,3,1,3,0,3,1,3,-0.0205,0.5217,-0.1407,0.8411,-0.7998,0.1519,0.027,-0.58,3.31,4.73,-1.73,12.14,1.08,26.33
F ,147554,328
L ,147554,107
L ,147584,107
I ,147604,1,3,1,3,0,3,1,3,-0.0406,0.596,-0.1037,0.7951,-0.7991,0.0181,0.0747,-0.5961,14.59,-1.82,-1.02,8.35,37.43,15.18
F ,147604,570
L ,147604,107
I ,147615,1,3,1,3,0,3,1,3,-0.0516,0.6016,-0.0908,0.7919,-0.7977,0.0053,0.0817,-0.5973,14.68,15.89,4.96,5.4,-6.69,14.57
F ,147615,577
L ,147615,107
I ,147644,1,3,1,3,0,3,1,3,-0.0704,0.6193,-0.0628,0.7794,-0.7962,-0.0108,0.114,-0.5939,10.93,8.15,-0.67,8.34,-11.26,15.76
F ,147644,576
L ,147644,106
I ,147665,1,3,1,3,0,3,1,3,-0.0627,0.6333,-0.0776,0.7673,-0.7947,-0.0197,0.1227,-0.594,3.61,-8.03,-2.81,1.87,-5.0,7.59
L ,147667,106
I ,147715,1,3,1,3,0,3,1,3,-0.0502,0.6652,-0.0952,0.7388,-0.7946,-0.0303,0.128,-0.5925,12.94,-0.87,-7.03,-291.82,7.69,7.68
I ,147884,2,3,1,3,0,3,1,3,-0.0632,0.7031,-0.098,0.7014,-0.7935,-0.027,0.1372,-0.5922,9.39,-3.08,-1.13,2.49,-0.98,9.26
F ,147884,328
L ,147967,113
I ,147984,2,3,1,3,0,3,1,3,-0.056,0.7158,-0.1121,0.6868,-0.7933,-0.0256,0.142,-0.5913,9.85,-2.75,0.0,2.5,-1.12,9.52
F ,147984,253
L ,147984,118
I ,147994,2,3,1,3,0,3,1,3,-0.056,0.7178,-0.1121,0.6848,-0.7933,-0.0257,0.1425,-0.5912,9.85,-2.75,0.0,2.38,-1.28,9.07
F ,148004,515
I ,148023,2,3,1,3,0,3,1,3,-0.0554,0.7239,-0.112,0.6783,-0.7935,-0.0267,0.1442,-0.5906,9.84,-1.94,-1.62,2.64,-1.15,9.18
F ,148023,224
L ,148023,129
I ,148044,2,3,1,3,0,3,1,3,-0.0546,0.7254,0.0515,0.0259,0.0003,0.0259,-0.0542,0.7305,-11.21,67.13,-79.35,-2.81,14.64,-58.99
F ,148054,167
L ,148054,136
I ,148065,2,3,1,3,0,3,1,3,-0.0538,0.7327,-0.1119,0.669,-0.7935,-0.0286,0.1472,-0.5897,9.56,-0.83,-1.38,2.77,-0.82,9.23
F ,148065,148
F ,148073,153
L ,148073,142
F ,131841,768
I ,148092,2,3,1,3,0,3,1,3,-0.0514,0.7392,-0.1125,0.6619,-0.7933,-0.0301,0.1502,-0.589,9.31,-1.37,-0.75,2.7,-0.99,9.15
F ,148092,115
L ,148092,148
I ,148104,2,3,1,3,0,3,1,3,-0.0501,0.7416,-0.1131,0.6592,-0.7933,-0.0305,0.1514,-0.5888,7.69,10.22,64.29,46.03,-289.03,-233.27
F ,148133,74
L ,148133,163
I ,148154,2,3,1,3,0,3,1,3,-0.044,0.7553,-0.114,0.6439,-0.7926,-0.0325,0.1594,-0.5875,9.6,-1.85,-1.49,2.6,-0.86,8.93
L ,148157,172
I ,148183,2,3,1,3,0,3,1,3,-0.0383,0.7647,-0.1149,0.6328,-0.7918,-0.0341,0.1665,-0.5865,9.27,-2.82,-1.57,2.67,-0.74,9.14
F ,148183,61
L ,148183,180
M ,148183,873,248,873.0,248.0,323,700,1400,1600
I ,148194,2,3,1,3,0,3,1,3,-0.036,0.7679,-0.1154,0.6289,-0.7917,-0.0349,0.1693,-0.5858,9.43,-2.92,-1.52,2.6,194.88,0.02
M ,148194,873,248,873.0,248.0,323,700,1400,1600
I ,148204,2,3,1,3,0,3,1,3,-0.0349,0.7714,-0.1143,0.6249,-0.7916,-0.0361,0.1721,-0.5851,9.4,-3.28,-1.38,2.6,-1.27,-179.1
F ,148233,76
L ,148233,193
I ,148273,2,3,1,3,0,3,1,3,-0.0223,0.798,-0.1099,0.592,-0.7888,-0.0537,0.197,-0.5796,9.28,-1.05,-0.54,3.2,-1.0,8.76
F ,148273,72
I ,148283,2,3,1,3,0,3,1,3,-0.02,0.8025,-0.1088,0.5861,-0.7879,-0.0578,0.202,-0.5787,9.07,-1.35,-0.38,3.54,-1.16,8.93
F ,148283,74
L ,148283,198
M ,148283,873,248,18720.0,2.0,17222,515,259,3
F ,148294,68
L ,3154475014,16394
L ,148317,181
I ,148354,2,3,1,3,0,3,1,3,-0.0029,0.8414,-0.0968,0.5314,-0.7766,-0.1076,0.251,-0.5676,11.13,-1.4,2.34,3.82,-1.21,8.46
F ,148354,66
L ,148354,135
M ,148354,873,248,873.0,248.0,323,700,1400,1600
I ,148365,2,3,1,3,0,3,1,3,-0.0003,0.8479,-0.0943,0.5216,-0.7736,-0.1185,0.26,-0.5654,11.35,-1.28,2.94,4.01,-1.04,8.06
F ,148365,60
L ,148365,117
M ,148365,873,248,873.0,248.0,323,59907,1128,65267
F ,2097154,17305
L ,148377,106
M ,148404,873,248,873.0,248.0,323,700,1400,1600
F ,148415,68
L ,148415,107
M ,148433,873,247,873.0,247.0,768,40483,26621,30736
F ,148444,72
L ,148444,107
M ,148444,873,248,873.0,248.0,923,100,1532,1400
I ,148454,2,3,1,3,0,3,1,3,0.0177,0.9131,-0.0615,0.4025,-0.7101,-0.2548,0.3989,-0.5211,12.56,1.27,-6.15,12.02,-1.74,20.94
F ,148454,70
F ,148473,68
L ,148473,106
M ,148473,873,248,873.0,248.0,923,100,1532,1280
L ,148483,108
F ,148515,59
F ,148533,63
L ,148533,10
I ,148565,2,3,1,3,0,3,1,3,0.0501,0.9512,-0.0399,0.3014,-0.6454,-0.38,0.5042,-0.4297,5.98,-0.25,-10.24,-20.45,271.36,-20.45
F ,148647,54
L ,148647,106
F ,148665,259
F ,148683,74
L ,148683,106
M ,148683,873,248,873.0,248.0,923,100,1532,1400
I ,148693,2,3,1,3,0,3,1,3,0.0271,0.902,-0.0384,0.429,-0.7185,-0.2868,0.3588,-0.5222,4.3,7.69,7.68,-2.22,-79.38,297.13
F ,148723,66
L ,148723,106
F ,148727,64
L ,148727,107
I ,148733,2,3,1,3,0,3,1,3,0.0246,0.8602,-0.0468,0.5072,-0.7554,-0.2261,0.2913,-0.5415,4.44,1.09,-8.56,9.93,-0.82,11.82
I ,148743,2,3,1,3,0,3,1,3,0.0246,0.8474,-0.0498,0.5279,-0.764,-0.2097,0.2739,-0.545,5.28,1.1,-8.44,10.39,-1.33,10.24
L ,148743,107
I ,148815,2,3,1,3,0,3,1,3,0.0096,0.7384,-0.0721,0.6704,-0.8043,-0.0821,0.1553,-0.5675,7.48,1.35,-7.63,130.54,268.85,-166.3
L ,148823,107
I ,148833,2,3,1,3,0,3,1,3,-0.0002,0.7018,-0.0769,0.7081,-0.8052,-0.0427,0.1271,-0.5775,8.02,1.04,-4.23,14.76,-1.75,15.22
F ,148893,72
I ,148903,2,3,1,3,0,3,1,3,-0.027,0.5755,-0.1061,0.8104,-0.7875,0.1026,0.0491,-0.6056,7.59,-2.3,0.0,-168.9,-17.91,296.97
F ,148916,73
L ,148916,105
F ,148953,10
I ,148983,1,3,1,3,0,3,1,3,-0.0353,0.5122,-0.1528,0.8443,-0.7815,0.1848,0.031,-0.595,5.23,-5.94,-2.06,16.97,1.0,0.8
F ,148983,75
L ,4259185449,2633
F ,149023,97
L ,131841,768
F ,149053,324
L ,149053,106
I ,149065,1,3,1,3,0,3,1,3,-0.0627,0.5742,-0.1156,0.8079,-0.775,0.128,0.041,-0.6173,15.82,-0.92,5.73,-7.78,-2.85,4.32
F ,149065,422
L ,536871494,25857
I ,149115,1,3,1,3,0,3,1,3,-0.1005,0.5873,-0.0677,0.8002,-0.7633,0.0481,0.0659,-0.6407,16.7,1.91,2.75,4.26,11.25,13.38
F ,149115,620
L ,149115,107
L ,149117,107
F ,149183,629
L ,149183,107
F ,149187,627
L ,149187,106
F ,149203,627
I ,149242,1,3,1,3,0,3,1,3,-0.1314,0.6604,-0.02,0.739,-0.762,-0.0337,0.1195,-0.6354,10.35,1.24,-4.78,2.09,1.07,9.97
F ,149242,612
L ,149242,107
I ,149283,1,3,1,3,0,3,1,3,-0.1348,0.6688,0.0002,1.822,0.0259,0.0259,0.0003,0.0259,-13.53,67.81,-2.56,7.69,10.18,-199.42
I ,149314,1,3,1,3,0,3,1,3,-0.1362,0.691,-3.046,-1.4105,1.2803,-1.2033,3.2767,1.7152,-130.57,-248.29,-260.8,0.02,182.61,2.59
